tanggal,curah_hujan,lokasi
2023-03-05,17.23,Bima Tengah
2023-03-06,24.96,Bima Timur
2023-03-07,19.98,Bima Timur
2023-03-08,5.79,Bima Barat
2023-03-09,51.15,Bima Barat
2023-03-10,46.34,Bima Tengah
2023-03-11,15.73,Bima Barat
2023-03-12,11.49,Bima Barat
2023-03-13,5.92,Bima Tengah
2023-03-14,26.07,Bima Timur
2023-03-15,26.19,Bima Tengah
2023-03-16,8.29,Bima Barat
2023-03-17,20.15,Bima Tengah
2023-03-18,29.66,Bima Timur
2023-03-19,10.85,Bima Tengah
2023-03-20,14.26,Bima Barat
2023-03-21,14.15,Bima Barat
2023-03-22,8.77,Bima Tengah
2023-03-23,14.49,Bima Timur
2023-03-24,3.6,Bima Tengah
2023-03-25,13.57,Bima Timur
2023-03-26,13.74,Bima Timur
2023-03-27,15.88,Bima Tengah
2023-03-28,23.65,Bima Timur
2023-03-29,5.46,Bima Barat
2023-03-30,6.51,Bima Tengah
2023-03-31,8.57,Bima Timur
2023-04-01,4.91,Bima Barat
2023-04-02,25.59,Bima Tengah
2023-04-03,10.46,Bima Barat
2023-04-04,16.26,Bima Barat
2023-04-05,7.94,Bima Barat
2023-04-06,12.44,Bima Timur
2023-04-07,20.86,Bima Tengah
2023-04-08,21.6,Bima Tengah
2023-04-09,6.77,Bima Timur
2023-04-10,15.65,Bima Tengah
2023-04-11,8.06,Bima Barat
2023-04-12,15.2,Bima Tengah
2023-04-13,9.73,Bima Timur
2023-04-14,53.28,Bima Barat
2023-04-15,29.54,Bima Timur
2023-04-16,22.29,Bima Barat
2023-04-17,13.32,Bima Barat
2023-04-18,30.13,Bima Tengah
2023-04-19,16.0,Bima Barat
2023-04-20,49.77,Bima Timur
2023-04-21,32.21,Bima Tengah
2023-04-22,12.37,Bima Timur
2023-04-23,46.08,Bima Barat
2023-04-24,13.37,Bima Timur
2023-04-25,55.32,Bima Timur
2023-04-26,47.7,Bima Barat
2023-04-27,20.78,Bima Tengah
2023-04-28,3.75,Bima Timur
2023-04-29,19.62,Bima Barat
2023-04-30,6.14,Bima Tengah
2023-05-01,9.99,Bima Tengah
2023-05-02,10.63,Bima Tengah
2023-05-03,6.09,Bima Timur
2023-05-04,19.68,Bima Timur
2023-05-05,9.01,Bima Timur
2023-05-06,13.86,Bima Tengah
2023-05-07,10.71,Bima Timur
2023-05-08,23.73,Bima Barat
2023-05-09,22.52,Bima Timur
2023-05-10,13.0,Bima Timur
2023-05-11,24.57,Bima Tengah
2023-05-12,38.1,Bima Timur
2023-05-13,1.63,Bima Barat
2023-05-14,10.2,Bima Tengah
2023-05-15,7.26,Bima Barat
2023-05-16,9.45,Bima Tengah
2023-05-17,1.25,Bima Tengah
2023-05-18,1.54,Bima Timur
2023-05-19,11.01,Bima Barat
2023-05-20,10.75,Bima Tengah
2023-05-21,41.78,Bima Timur
2023-05-22,18.56,Bima Tengah
2023-05-23,24.13,Bima Tengah
2023-05-24,136.1,Bima Tengah
2023-05-25,50.32,Bima Tengah
2023-05-26,16.09,Bima Tengah
2023-05-27,11.77,Bima Tengah
2023-05-28,10.34,Bima Timur
2023-05-29,21.29,Bima Tengah
2023-05-30,11.85,Bima Barat
2023-05-31,5.92,Bima Timur
2023-06-01,10.67,Bima Barat
2023-06-02,21.74,Bima Tengah
2023-06-03,27.18,Bima Barat
2023-06-04,53.74,Bima Tengah
2023-06-05,17.97,Bima Tengah
2023-06-06,39.62,Bima Timur
2023-06-07,14.28,Bima Timur
2023-06-08,15.85,Bima Tengah
2023-06-09,15.21,Bima Timur
2023-06-10,19.6,Bima Barat
2023-06-11,30.59,Bima Timur
2023-06-12,11.45,Bima Timur
2023-06-13,7.62,Bima Barat
2023-06-14,32.29,Bima Timur
2023-06-15,30.73,Bima Tengah
2023-06-16,43.82,Bima Barat
2023-06-17,10.02,Bima Tengah
2023-06-18,13.88,Bima Barat
2023-06-19,33.13,Bima Tengah
2023-06-20,11.34,Bima Tengah
2023-06-21,26.38,Bima Timur
2023-06-22,14.33,Bima Tengah
2023-06-23,21.21,Bima Timur
2023-06-24,5.81,Bima Barat
2023-06-25,17.79,Bima Tengah
2023-06-26,37.59,Bima Tengah
2023-06-27,28.85,Bima Barat
2023-06-28,7.17,Bima Barat
2023-06-29,50.93,Bima Tengah
2023-06-30,36.05,Bima Barat
2023-07-01,6.08,Bima Timur
2023-07-02,10.73,Bima Barat
2023-07-03,6.41,Bima Barat
2023-07-04,21.64,Bima Tengah
2023-07-05,10.33,Bima Timur
2023-07-06,2.16,Bima Barat
2023-07-07,15.8,Bima Timur
2023-07-08,31.42,Bima Timur
2023-07-09,18.07,Bima Timur
2023-07-10,24.71,Bima Tengah
2023-07-11,19.38,Bima Barat
2023-07-12,28.02,Bima Tengah
2023-07-13,20.68,Bima Barat
2023-07-14,15.13,Bima Barat
2023-07-15,17.9,Bima Tengah
2023-07-16,44.91,Bima Timur
2023-07-17,25.71,Bima Timur
2023-07-18,7.15,Bima Barat
2023-07-19,17.69,Bima Tengah
2023-07-20,21.36,Bima Timur
2023-07-21,14.74,Bima Timur
2023-07-22,2.18,Bima Barat
2023-07-23,7.84,Bima Barat
2023-07-24,11.88,Bima Tengah
2023-07-25,54.84,Bima Barat
2023-07-26,23.76,Bima Timur
2023-07-27,3.61,Bima Timur
2023-07-28,15.49,Bima Timur
2023-07-29,40.31,Bima Timur
2023-07-30,10.21,Bima Tengah
2023-07-31,33.99,Bima Tengah
2023-08-01,3.74,Bima Barat
2023-08-02,0.32,Bima Barat
2023-08-03,37.46,Bima Barat
2023-08-04,11.37,Bima Tengah
2023-08-05,12.14,Bima Timur
2023-08-06,19.25,Bima Barat
2023-08-07,23.16,Bima Timur
2023-08-08,0.76,Bima Barat
2023-08-09,9.53,Bima Barat
2023-08-10,17.44,Bima Barat
2023-08-11,23.13,Bima Barat
2023-08-12,7.07,Bima Barat
2023-08-13,14.14,Bima Timur
2023-08-14,10.18,Bima Barat
2023-08-15,19.73,Bima Timur
2023-08-16,36.56,Bima Tengah
2023-08-17,12.69,Bima Barat
2023-08-18,4.49,Bima Timur
2023-08-19,9.08,Bima Tengah
2023-08-20,50.6,Bima Tengah
2023-08-21,7.87,Bima Tengah
2023-08-22,5.47,Bima Timur
2023-08-23,12.06,Bima Barat
2023-08-24,15.49,Bima Barat
2023-08-25,10.72,Bima Timur
2023-08-26,3.76,Bima Barat
2023-08-27,21.17,Bima Timur
2023-08-28,19.75,Bima Barat
2023-08-29,27.3,Bima Tengah
2023-08-30,19.42,Bima Barat
2023-08-31,47.86,Bima Timur
2023-09-01,28.81,Bima Timur
2023-09-02,24.87,Bima Tengah
2023-09-03,37.47,Bima Timur
2023-09-04,18.55,Bima Barat
2023-09-05,14.38,Bima Barat
2023-09-06,21.0,Bima Tengah
2023-09-07,2.04,Bima Timur
2023-09-08,18.59,Bima Tengah
2023-09-09,15.48,Bima Barat
2023-09-10,22.69,Bima Tengah
2023-09-11,34.06,Bima Timur
2023-09-12,25.39,Bima Tengah
2023-09-13,9.11,Bima Timur
2023-09-14,30.33,Bima Timur
2023-09-15,48.32,Bima Barat
2023-09-16,34.66,Bima Barat
2023-09-17,4.93,Bima Barat
2023-09-18,25.2,Bima Timur
2023-09-19,5.72,Bima Tengah
2023-09-20,13.27,Bima Timur
2023-09-21,22.21,Bima Barat
2023-09-22,20.13,Bima Barat
2023-09-23,34.2,Bima Tengah
2023-09-24,48.47,Bima Barat
2023-09-25,23.85,Bima Barat
2023-09-26,12.46,Bima Barat
2023-09-27,2.17,Bima Tengah
2023-09-28,40.14,Bima Timur
2023-09-29,15.54,Bima Barat
2023-09-30,16.19,Bima Tengah
2023-10-01,17.21,Bima Barat
2023-10-02,23.06,Bima Tengah
2023-10-03,23.56,Bima Barat
2023-10-04,13.44,Bima Tengah
2023-10-05,15.42,Bima Barat
2023-10-06,10.03,Bima Timur
2023-10-07,9.1,Bima Barat
2023-10-08,9.06,Bima Tengah
2023-10-09,15.28,Bima Barat
2023-10-10,7.56,Bima Timur
2023-10-11,0.26,Bima Barat
2023-10-12,12.28,Bima Tengah
2023-10-13,5.25,Bima Tengah
2023-10-14,18.12,Bima Timur
2023-10-15,10.0,Bima Tengah
2023-10-16,23.27,Bima Barat
2023-10-17,5.76,Bima Barat
2023-10-18,2.74,Bima Barat
2023-10-19,15.45,Bima Tengah
2023-10-20,11.85,Bima Barat
2023-10-21,4.79,Bima Barat
2023-10-22,28.83,Bima Barat
2023-10-23,6.79,Bima Timur
2023-10-24,8.72,Bima Tengah
2023-10-25,32.69,Bima Tengah
2023-10-26,24.25,Bima Tengah
2023-10-27,6.09,Bima Timur
2023-10-28,12.75,Bima Tengah
2023-10-29,5.5,Bima Timur
2023-10-30,31.07,Bima Timur
2023-10-31,31.06,Bima Tengah
2023-11-01,53.2,Bima Barat
2023-11-02,66.88,Bima Barat
2023-11-03,9.9,Bima Tengah
2023-11-04,27.66,Bima Tengah
2023-11-05,2.26,Bima Timur
2023-11-06,19.17,Bima Tengah
2023-11-07,22.78,Bima Timur
2023-11-08,7.15,Bima Tengah
2023-11-09,9.37,Bima Barat
2023-11-10,31.2,Bima Barat
2023-11-11,23.2,Bima Tengah
2023-11-12,48.79,Bima Timur
2023-11-13,45.08,Bima Barat
2023-11-14,3.12,Bima Timur
2023-11-15,10.77,Bima Tengah
2023-11-16,6.45,Bima Tengah
2023-11-17,28.48,Bima Barat
2023-11-18,20.6,Bima Tengah
2023-11-19,6.89,Bima Barat
2023-11-20,7.95,Bima Timur
2023-11-21,38.56,Bima Barat
2023-11-22,11.83,Bima Barat
2023-11-23,1.81,Bima Timur
2023-11-24,6.31,Bima Barat
2023-11-25,55.52,Bima Barat
2023-11-26,33.35,Bima Tengah
2023-11-27,5.15,Bima Timur
2023-11-28,19.17,Bima Barat
2023-11-29,31.94,Bima Timur
2023-11-30,3.07,Bima Timur
2023-12-01,34.41,Bima Barat
2023-12-02,23.04,Bima Tengah
2023-12-03,8.88,Bima Timur
2023-12-04,25.73,Bima Barat
2023-12-05,20.82,Bima Timur
2023-12-06,21.88,Bima Tengah
2023-12-07,18.65,Bima Tengah
2023-12-08,7.68,Bima Tengah
2023-12-09,9.06,Bima Barat
2023-12-10,13.78,Bima Barat
2023-12-11,17.27,Bima Tengah
2023-12-12,26.82,Bima Barat
2023-12-13,56.39,Bima Tengah
2023-12-14,19.84,Bima Barat
2023-12-15,26.48,Bima Tengah
2023-12-16,30.83,Bima Timur
2023-12-17,27.82,Bima Tengah
2023-12-18,7.42,Bima Tengah
2023-12-19,41.0,Bima Barat
2023-12-20,36.8,Bima Barat
2023-12-21,18.46,Bima Barat
2023-12-22,7.83,Bima Barat
2023-12-23,17.06,Bima Barat
2023-12-24,3.54,Bima Barat
2023-12-25,44.58,Bima Timur
2023-12-26,9.81,Bima Tengah
2023-12-27,13.22,Bima Tengah
2023-12-28,42.51,Bima Tengah
2023-12-29,39.19,Bima Timur
2023-12-30,21.42,Bima Tengah
2023-12-31,49.03,Bima Timur
